No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
213,2012,1,6,14,4,,31,,-7,36.13,1031.2,7,NE,50,0,0
214,2012,1,6,15,4,,35,,-5,42.1,1031.2,7,NE,54,0,0
215,2012,1,6,16,4,,29,,-5,42.1,1031.2,7,NE,58,0,0
216,2012,1,6,17,4,,31,,-4,48.63,1031.8,6,NE,61,0,0
217,2012,1,6,18,4,,34,,-3,52.41,1032.9,6,NE,65,0,0
218,2012,1,6,19,4,,39,,-2,60.51,1033.9,5,NE,71,0,0
219,2012,1,6,20,4,,39,,-2,64.9,1033.9,4,NE,75,0,0
220,2012,1,6,21,4,,44,,-3,64.66,1034.9,3,NE,79,0,0
221,2012,1,6,22,4,,41,,-2,74.78,1034.9,2,NE,82,0,0
222,2012,1,6,23,4,,44,,-3,74.59,1034.9,1,NE,85,0,0
223,2012,1,7,0,4,,46,,-3,74.59,1034.9,1,NW,3,0,0
224,2012,1,7,1,4,,52,,-2,86.37,1034.9,0,NE,2,0,0
225,2012,1,7,2,4,,52,,-2,80.34,1034.9,1,NE,4,0,0
226,2012,1,7,3,4,,53,,-2,86.37,1034.9,0,NE,8,0,0
227,2012,1,7,4,4,,43,,-2,86.37,1034.9,0,NE,11,0,0
228,2012,1,7,5,4,,47,,-3,80.19,1034.9,0,NE,13,0,0
229,2012,1,7,6,4,,56,,-3,80.19,1034.9,0,NE,15,0,0
230,2012,1,7,7,4,,57,,-3,80.19,1034.9,0,NE,18,0,0
231,2012,1,7,8,4,,65,,-1,80.49,1035.9,2,NE,21,0,0
232,2012,1,7,9,4,,69,,0,70.06,1036.9,5,NE,24,0,0
233,2012,1,7,10,4,,57,,0,61.01,1036.9,7,NE,27,0,0
234,2012,1,7,11,4,,33,,0,56.99,1035.9,8,NE,33,0,0
235,2012,1,7,12,4,,27,,0,56.99,1034.9,8,NE,38,0,0
236,2012,1,7,13,4,,27,,-1,52.98,1033.9,8,NE,42,0,0
237,2012,1,7,14,4,,22,,-2,49.22,1032.9,8,NE,47,0,0
238,2012,1,7,15,4,,26,,-2,49.22,1032.9,8,NE,51,0,0
239,2012,1,7,16,4,,27,,-1,52.98,1033.9,8,NE,55,0,0
240,2012,1,7,17,4,,27,,-2,52.7,1033.9,7,NE,59,0,0
241,2012,1,7,18,4,,37,,-1,60.76,1033.9,6,NE,62,0,0
242,2012,1,7,19,4,,33,,-1,60.76,1033.9,6,NE,67,0,0
243,2012,1,7,20,4,,43,,-1,60.76,1033.9,6,NE,72,0,0
244,2012,1,7,21,4,,33,,-1,60.76,1033.9,6,NE,76,0,0
245,2012,1,7,22,4,,32,,-1,60.76,1033.9,6,NE,80,0,0
246,2012,1,7,23,4,,25,,-1,60.76,1032.9,6,NE,84,0,0
247,2012,1,8,0,4,,26,,-1,60.76,1032.9,6,NE,88,0,0
248,2012,1,8,1,4,,24,,-1,60.76,1032.9,6,NE,91,0,0
249,2012,1,8,2,4,,15,,-1,60.76,1031.8,6,NE,94,0,0
250,2012,1,8,3,4,,16,,-1,60.76,1031.8,6,NE,97,0,0
251,2012,1,8,4,4,,15,,0,65.36,1031.8,6,NE,100,0.1,0.1
252,2012,1,8,5,4,,14,,1,70.27,1031.8,6,NE,103,0.1,0.2
253,2012,1,8,6,4,,16,,2,80.92,1031.8,5,NE,105,0.1,0.3
254,2012,1,8,7,4,,21,,2,80.92,1031.8,5,NE,107,0.3,0.6
255,2012,1,8,8,4,,26,,3,86.89,1032.9,5,NE,110,0.2,0.8
256,2012,1,8,9,4,,24,,3,81.06,1032.9,6,NE,112,0.1,0.9
257,2012,1,8,10,4,,22,,3,81.06,1032.9,6,NE,115,0,0
258,2012,1,8,11,4,,24,,3,75.67,1031.8,7,NE,117,0,0
259,2012,1,8,12,4,,26,,2,70.47,1031.2,7,NE,119,0.2,0.2
260,2012,1,8,13,4,,27,,3,81.06,1031.2,6,NE,121,0.1,0.3
261,2012,1,8,14,4,,26,,4,86.99,1030.1,6,NE,124,0,0
262,2012,1,8,15,4,,30,,3,75.67,1030.1,7,NE,128,0,0
263,2012,1,8,16,4,,27,,2,70.47,1030.1,7,NE,131,0,0
264,2012,1,8,17,4,,35,,2,70.47,1031.2,7,NE,135,0,0
265,2012,1,8,18,4,,42,,1,65.59,1031.2,7,NE,139,0,0
266,2012,1,8,19,4,,40,,2,75.49,1031.2,6,NE,143,0,0
267,2012,1,8,20,4,,37,,1,70.27,1031.8,6,NE,148,0,0
268,2012,1,8,21,4,,39,,0,65.36,1031.2,6,NE,152,0,0
269,2012,1,8,22,4,,44,,0,65.36,1031.2,6,NE,156,0,0
270,2012,1,8,23,4,,43,,0,65.36,1031.2,6,NE,159,0,0
271,2012,1,9,0,4,,43,,0,65.36,1031.2,6,NE,162,0,0
272,2012,1,9,1,4,,42,,1,75.32,1031.2,5,NE,165,0,0
273,2012,1,9,2,4,,32,,1,75.32,1031.2,5,NE,168,0,0
274,2012,1,9,3,4,,32,,2,80.92,1031.8,5,NE,171,0,0
275,2012,1,9,4,4,,36,,2,80.92,1031.2,5,NE,174,0,0
276,2012,1,9,5,4,,41,,2,86.79,1031.2,4,NE,176,0,0
277,2012,1,9,6,4,,44,,2,80.92,1031.8,5,NE,178,0,0
278,2012,1,9,7,4,,41,,2,80.92,1031.8,5,NE,180,0,0
279,2012,1,9,8,4,,52,,2,80.92,1031.8,5,NE,184,0,0
280,2012,1,9,9,4,,41,,2,75.49,1032.9,6,NE,187,0,0
281,2012,1,9,10,4,,38,,2,70.47,1032.9,7,NE,190,0,0
282,2012,1,9,11,4,,43,,1,61.26,1031.2,8,NE,192,0,0
283,2012,1,9,12,4,,48,,0,56.99,1030.1,8,NE,195,0,0
284,2012,1,9,13,4,,46,,-1,49.51,1030.1,9,NW,2,0,0
285,2012,1,9,14,4,,49,,-1,49.51,1030.1,9,NE,2,0,0
286,2012,1,9,15,4,,57,,-1,49.51,1030.1,9,NE,5,0,0
287,2012,1,9,16,4,,54,,-2,46,1029.1,9,NE,8,0,0
288,2012,1,9,17,4,,56,,-2,49.22,1030.1,8,NE,11,0,0
289,2012,1,9,18,4,,56,,0,56.99,1030.1,8,NE,15,0,0
290,2012,1,9,19,4,,58,,1,61.26,1030.1,8,NE,18,0,0
291,2012,1,9,20,4,,56,,1,61.26,1030.1,8,SE,3,0,0
292,2012,1,9,21,4,,75,,1,61.26,1030.1,8,NE,3,0,0
293,2012,1,9,22,4,,75,,1,65.59,1030.1,7,NE,6,0,0
294,2012,1,9,23,4,,77,,1,65.59,1030.1,7,NE,9,0,0
295,2012,1,10,0,4,,84,,1,65.59,1030.1,7,NE,12,0,0
296,2012,1,10,1,4,,93,,1,70.27,1030.1,6,NE,14,0,0
297,2012,1,10,2,4,,92,,1,70.27,1030.1,6,NE,18,0,0
298,2012,1,10,3,4,,93,,1,70.27,1030.1,6,NE,20,0,0
299,2012,1,10,4,4,,98,,1,70.27,1029.1,6,NE,22,0,0
300,2012,1,10,5,4,,105,,1,70.27,1029.1,6,NE,24,0,0
301,2012,1,10,6,4,,96,,2,75.49,1029.1,6,NE,26,0,0
302,2012,1,10,7,4,,83,,1,70.27,1029.1,6,NE,28,0,0
303,2012,1,10,8,4,,80,,1,65.59,1029.1,7,NE,30,0,0
304,2012,1,10,9,4,,75,,0,61.01,1030.1,7,NE,33,0,0
305,2012,1,10,10,4,,86,,0,56.99,1031.2,8,NE,36,0,0
306,2012,1,10,11,4,,,,0,56.99,1030.1,8,NE,38,0,0
307,2012,1,10,12,4,,87,,1,57.25,1029.1,9,NW,3,0,0
308,2012,1,10,13,4,,98,,0,53.26,1028.1,9,NE,4,0,0
309,2012,1,10,14,4,,85,,0,53.26,1028.1,9,NE,8,0,0
310,2012,1,10,15,4,,80,,0,53.26,1028.1,9,NE,12,0,0
311,2012,1,10,16,4,,88,,0,56.99,1028.1,8,NE,17,0,0
312,2012,1,10,17,4,,89,,0,56.99,1029.1,8,NE,21,0,0
313,2012,1,10,18,4,,91,,0,61.01,1029.1,7,NE,25,0,0
314,2012,1,10,19,4,,94,,0,61.01,1029.1,7,NE,28,0,0
315,2012,1,10,20,4,,90,,1,65.59,1030.1,7,NE,31,0,0
316,2012,1,10,21,4,,83,,0,65.36,1031.2,6,NE,35,0,0
317,2012,1,10,22,4,,85,,1,70.27,1031.2,6,NE,39,0,0
318,2012,1,10,23,4,,93,,0,70.06,1031.2,5,NE,43,0,0
319,2012,1,11,0,4,,104,,0,70.06,1031.2,5,NE,47,0,0
320,2012,1,11,1,4,,108,,-1,65.13,1031.2,5,NE,52,0,0
321,2012,1,11,2,4,,118,,-1,65.13,1031.8,5,NW,3,0,0
322,2012,1,11,3,4,,129,,-1,65.13,1031.8,5,NE,5,0,0
323,2012,1,11,4,4,,169,,-1,65.13,1031.8,5,NE,9,0,0
324,2012,1,11,5,4,,210,,1,80.78,1031.8,4,NE,14,0,0
325,2012,1,11,6,4,,249,,1,80.78,1032.9,4,NE,18,0,0
326,2012,1,11,7,4,,238,,2,86.79,1032.9,4,NE,22,0,0
327,2012,1,11,8,4,,261,,1,80.78,1033.9,4,NE,28,0,0
328,2012,1,11,9,4,,287,,1,75.32,1034.9,5,NE,34,0,0
329,2012,1,11,10,4,,296,,0,65.36,1034.9,6,NE,41,0,0
330,2012,1,11,11,4,,217,,0,61.01,1034.9,7,NE,48,0,0
331,2012,1,11,12,4,,188,,0,56.99,1033.9,8,NE,55,0,0
332,2012,1,11,13,4,,143,,-2,49.22,1032.9,8,NE,62,0,0
333,2012,1,11,14,4,,111,,-4,42.4,1033.9,8,NE,69,0,0
334,2012,1,11,15,4,,84,,-4,45.4,1033.9,7,NE,76,0,0
335,2012,1,11,16,4,,61,,-2,52.7,1033.9,7,NE,83,0,0
336,2012,1,11,17,4,,54,,-3,56.18,1034.9,5,NE,90,0,0
337,2012,1,11,18,4,,56,,-3,60.25,1034.9,4,NE,97,0,0
338,2012,1,11,19,4,,56,,-4,55.91,1034.9,4,NE,103,0,0
339,2012,1,11,20,4,,53,,-4,60,1034.9,3,NE,108,0,0
340,2012,1,11,21,4,,49,,-5,55.63,1034.9,3,NE,113,0,0
341,2012,1,11,22,4,,44,,-4,60,1034.9,3,NE,118,0,0
342,2012,1,11,23,4,,29,,-4,60,1033.9,3,NE,123,0,0
343,2012,1,12,0,4,,29,,-4,64.42,1033.9,2,NE,127,0,0
344,2012,1,12,1,4,,26,,-4,64.42,1033.9,2,NE,131,0,0
345,2012,1,12,2,4,,27,,-4,64.42,1033.9,2,NE,135,0,0
346,2012,1,12,3,4,,23,,-4,69.21,1033.9,1,NE,137,0,0
347,2012,1,12,4,4,,20,,-3,69.43,1032.9,2,NE,140,0,0
348,2012,1,12,5,4,,21,,-4,69.21,1032.9,1,NE,142,0,0
349,2012,1,12,6,4,,26,,-4,69.21,1032.9,1,cv,0,0,0
